team_id,club_id,team_name,club_name,age_group,conference,league,season
94444,2133,OK Energy FC Pre-ECNL B14 I,OK Energy FC Pre-ECNL B14 I,B2015,NTX,Pre-ECNL Boys,2025-26
94446,2133,OK Energy FC Pre-ECNL B14 II,OK Energy FC Pre-ECNL B14 II,B2015,NTX,Pre-ECNL Boys,2025-26
49856,2134,Oklahoma Celtic Pre-ECNL B14,Oklahoma Celtic Pre-ECNL B14,B2015,NTX,Pre-ECNL Boys,2025-26
117737,101,SOLAR PRE-ECNL 16B CASTRO,SOLAR PRE-ECNL 16B CASTRO,B2015,NTX,Pre-ECNL Boys,2025-26
116918,101,SOLAR PRE-ECNL B14 GALLEGOS,SOLAR PRE-ECNL B14 GALLEGOS,B2015,NTX,Pre-ECNL Boys,2025-26
96089,101,SOLAR PRE-ECNL B14 JENKINS,SOLAR PRE-ECNL B14 JENKINS,B2015,NTX,Pre-ECNL Boys,2025-26
76663,101,SOLAR PRE-ECNL B14 KATIC,SOLAR PRE-ECNL B14 KATIC,B2015,NTX,Pre-ECNL Boys,2025-26
72944,101,SOLAR PRE-ECNL B14 KENNINGTON,SOLAR PRE-ECNL B14 KENNINGTON,B2015,NTX,Pre-ECNL Boys,2025-26
118781,101,SOLAR PRE-ECNL B14 MARTINEZ,SOLAR PRE-ECNL B14 MARTINEZ,B2015,NTX,Pre-ECNL Boys,2025-26
96751,101,SOLAR PRE-ECNL B14 SALCEDO,SOLAR PRE-ECNL B14 SALCEDO,B2015,NTX,Pre-ECNL Boys,2025-26
76711,101,SOLAR PRE-ECNL B14 WILLIAMS,SOLAR PRE-ECNL B14 WILLIAMS,B2015,NTX,Pre-ECNL Boys,2025-26
76686,101,SOLAR PRE-ECNL B15 RODRIGUEZ,SOLAR PRE-ECNL B15 RODRIGUEZ,B2015,NTX,Pre-ECNL Boys,2025-26
99149,101,SOLAR PRE-ECNL B16 HEDGES,SOLAR PRE-ECNL B16 HEDGES,B2015,NTX,Pre-ECNL Boys,2025-26
116936,101,SOLAR PRE-ECNL B16 JAIME,SOLAR PRE-ECNL B16 JAIME,B2015,NTX,Pre-ECNL Boys,2025-26
116924,101,SOLAR PRE-ECNL B16 MOLANO,SOLAR PRE-ECNL B16 MOLANO,B2015,NTX,Pre-ECNL Boys,2025-26
114101,101,SOLAR PRE-ECNL B16 PAEZ,SOLAR PRE-ECNL B16 PAEZ,B2015,NTX,Pre-ECNL Boys,2025-26
116927,101,SOLAR PRE-ECNL B16 TREMBLAY,SOLAR PRE-ECNL B16 TREMBLAY,B2015,NTX,Pre-ECNL Boys,2025-26
116673,36,Sting Pre-ECNL B14 Fernandez,Sting Pre-ECNL B14 Fernandez,B2015,NTX,Pre-ECNL Boys,2025-26
52757,36,Sting Pre-ECNL B14 Meredith,Sting Pre-ECNL B14 Meredith,B2015,NTX,Pre-ECNL Boys,2025-26
118807,36,Sting Pre-ECNL B16 Ortiz,Sting Pre-ECNL B16 Ortiz,B2015,NTX,Pre-ECNL Boys,2025-26
112432,36,Sting Pre-ECNL B17 Lucero,Sting Pre-ECNL B17 Lucero,B2015,NTX,Pre-ECNL Boys,2025-26
117758,3849,TAG Soccer Pre-ECNL B14 Gold Marin,TAG Soccer Pre-ECNL B14 Gold Marin,B2015,NTX,Pre-ECNL Boys,2025-26
117761,3849,TAG Soccer Pre-ECNL B16 Gold Odhiambo,TAG Soccer Pre-ECNL B16 Gold Odhiambo,B2015,NTX,Pre-ECNL Boys,2025-26
66589,106,Tulsa SC Pre-ECNL B14,Tulsa SC Pre-ECNL B14,B2015,NTX,Pre-ECNL Boys,2025-26
117011,4370,AC Connecticut Pre-ECNL B14,AC Connecticut Pre-ECNL B14,B2015,New England,Pre-ECNL Boys,2025-26
117012,4370,AC Connecticut Pre-ECNL B14 II,AC Connecticut Pre-ECNL B14 II,B2015,New England,Pre-ECNL Boys,2025-26
114650,31,Connecticut FC United Bethany Pre-ECNL B14,Connecticut FC United Bethany Pre-ECNL B14,B2015,New England,Pre-ECNL Boys,2025-26
114651,31,Connecticut FC United Ole Pre-ECNL B14,Connecticut FC United Ole Pre-ECNL B14,B2015,New England,Pre-ECNL Boys,2025-26
115176,1409,East Coast Surf SC Pre-ECNL B14,East Coast Surf SC Pre-ECNL B14,B2015,New England,Pre-ECNL Boys,2025-26
